Student_ID,Year_Of_Admission,WASSCE_Year,Subject,Score,Discipline_ID,Discipline,Aspiring_Profession,Gender,Numeric_Score
17702cf9-6c2f-40a9-93b9-f7fa5a6b1702,2018,2021,Civic_Education,C,3,Science,Doctor,Female,54.5
17702cf9-6c2f-40a9-93b9-f7fa5a6b1702,2018,2021,ICT,C,3,Science,Doctor,Female,54.5
17702cf9-6c2f-40a9-93b9-f7fa5a6b1702,2018,2021,Marketing,C,3,Science,Doctor,Female,54.5
17702cf9-6c2f-40a9-93b9-f7fa5a6b1702,2018,2021,Dyeing_and_bleaching,D,3,Science,Doctor,Female,44.5
17702cf9-6c2f-40a9-93b9-f7fa5a6b1702,2018,2021,Physics,C,3,Science,Doctor,Female,54.5
17702cf9-6c2f-40a9-93b9-f7fa5a6b1702,2018,2021,Food_Nutrition,B,3,Science,Doctor,Female,69.5
8bc66aba-0169-4817-9daf-911e82795e9a,2018,2021,English,D,1,Art,Fashion Designer,Male,44.5
8bc66aba-0169-4817-9daf-911e82795e9a,2018,2021,Mathematics,C,1,Art,Fashion Designer,Male,54.5
8bc66aba-0169-4817-9daf-911e82795e9a,2018,2021,Civic_Education,A,1,Art,Fashion Designer,Male,80.0
8bc66aba-0169-4817-9daf-911e82795e9a,2018,2021,ICT,B,1,Art,Fashion Designer,Male,69.5
8bc66aba-0169-4817-9daf-911e82795e9a,2018,2021,Literature,D,1,Art,Fashion Designer,Male,44.5
8bc66aba-0169-4817-9daf-911e82795e9a,2018,2021,Government_or_History,C,1,Art,Fashion Designer,Male,54.5
8bc66aba-0169-4817-9daf-911e82795e9a,2018,2021,Religious_Studies,C,1,Art,Fashion Designer,Male,54.5
8bc66aba-0169-4817-9daf-911e82795e9a,2018,2021,_Language_Yoruba,C,1,Art,Fashion Designer,Male,54.5
8bc66aba-0169-4817-9daf-911e82795e9a,2018,2021,_French_Igbo,C,1,Art,Fashion Designer,Male,54.5
025c8595-d75d-4ea8-9747-94454cdf4294,2018,2021,English,D,2,Commercial,Economist,Male,44.5
025c8595-d75d-4ea8-9747-94454cdf4294,2018,2021,Mathematics,D,2,Commercial,Economist,Male,44.5
025c8595-d75d-4ea8-9747-94454cdf4294,2018,2021,Civic_Education,E,2,Commercial,Economist,Male,34.5
025c8595-d75d-4ea8-9747-94454cdf4294,2018,2021,ICT,C,2,Commercial,Economist,Male,54.5
025c8595-d75d-4ea8-9747-94454cdf4294,2018,2021,_French_Igbo,B,2,Commercial,Economist,Male,69.5
025c8595-d75d-4ea8-9747-94454cdf4294,2018,2021,Bookkeeping,A,2,Commercial,Economist,Male,80.0
025c8595-d75d-4ea8-9747-94454cdf4294,2018,2021,Economics,B,2,Commercial,Economist,Male,69.5
025c8595-d75d-4ea8-9747-94454cdf4294,2018,2021,Accounting,C,2,Commercial,Economist,Male,54.5
025c8595-d75d-4ea8-9747-94454cdf4294,2018,2021,Commerce,D,2,Commercial,Economist,Male,44.5
936bbe25-f8fb-4e10-9460-a21acd95efe8,2018,2021,English,B,2,Commercial,Entrepreneur,Female,69.5
936bbe25-f8fb-4e10-9460-a21acd95efe8,2018,2021,Mathematics,B,2,Commercial,Entrepreneur,Female,69.5
936bbe25-f8fb-4e10-9460-a21acd95efe8,2018,2021,Civic_Education,E,2,Commercial,Entrepreneur,Female,34.5
936bbe25-f8fb-4e10-9460-a21acd95efe8,2018,2021,ICT,B,2,Commercial,Entrepreneur,Female,69.5
936bbe25-f8fb-4e10-9460-a21acd95efe8,2018,2021,Bookkeeping,E,2,Commercial,Entrepreneur,Female,34.5
936bbe25-f8fb-4e10-9460-a21acd95efe8,2018,2021,Economics,A,2,Commercial,Entrepreneur,Female,80.0
936bbe25-f8fb-4e10-9460-a21acd95efe8,2018,2021,Accounting,D,2,Commercial,Entrepreneur,Female,44.5
936bbe25-f8fb-4e10-9460-a21acd95efe8,2018,2021,Commerce,E,2,Commercial,Entrepreneur,Female,34.5
936bbe25-f8fb-4e10-9460-a21acd95efe8,2018,2021,Biology,B,2,Commercial,Entrepreneur,Female,69.5
72e00974-d2b6-49aa-8369-3422c94b7c51,2018,2021,English,A,2,Commercial,Marketer,Male,80.0
72e00974-d2b6-49aa-8369-3422c94b7c51,2018,2021,Mathematics,A,2,Commercial,Marketer,Male,80.0
72e00974-d2b6-49aa-8369-3422c94b7c51,2018,2021,Civic_Education,B,2,Commercial,Marketer,Male,69.5
72e00974-d2b6-49aa-8369-3422c94b7c51,2018,2021,ICT,A,2,Commercial,Marketer,Male,80.0
72e00974-d2b6-49aa-8369-3422c94b7c51,2018,2021,Bookkeeping,E,2,Commercial,Marketer,Male,34.5
72e00974-d2b6-49aa-8369-3422c94b7c51,2018,2021,Economics,B,2,Commercial,Marketer,Male,69.5
72e00974-d2b6-49aa-8369-3422c94b7c51,2018,2021,Accounting,D,2,Commercial,Marketer,Male,44.5
72e00974-d2b6-49aa-8369-3422c94b7c51,2018,2021,Commerce,A,2,Commercial,Marketer,Male,80.0
72e00974-d2b6-49aa-8369-3422c94b7c51,2018,2021,Biology,E,2,Commercial,Marketer,Male,34.5
5a37227f-e9d3-4df8-88f8-0c5560c9900a,2018,2021,English,A,2,Commercial,Business Executive,Female,80.0
5a37227f-e9d3-4df8-88f8-0c5560c9900a,2018,2021,Mathematics,B,2,Commercial,Business Executive,Female,69.5
5a37227f-e9d3-4df8-88f8-0c5560c9900a,2018,2021,Civic_Education,A,2,Commercial,Business Executive,Female,80.0
5a37227f-e9d3-4df8-88f8-0c5560c9900a,2018,2021,ICT,D,2,Commercial,Business Executive,Female,44.5
5a37227f-e9d3-4df8-88f8-0c5560c9900a,2018,2021,Bookkeeping,D,2,Commercial,Business Executive,Female,44.5
5a37227f-e9d3-4df8-88f8-0c5560c9900a,2018,2021,Economics,B,2,Commercial,Business Executive,Female,69.5
5a37227f-e9d3-4df8-88f8-0c5560c9900a,2018,2021,Accounting,C,2,Commercial,Business Executive,Female,54.5
5a37227f-e9d3-4df8-88f8-0c5560c9900a,2018,2021,Commerce,C,2,Commercial,Business Executive,Female,54.5
5a37227f-e9d3-4df8-88f8-0c5560c9900a,2018,2021,Biology,C,2,Commercial,Business Executive,Female,54.5
b21332cd-3200-4af1-b8d0-d2e82d014763,2018,2021,English,D,3,Science,Food Nutritionist,Male,44.5
b21332cd-3200-4af1-b8d0-d2e82d014763,2018,2021,Mathematics,F,3,Science,Food Nutritionist,Male,14.5
b21332cd-3200-4af1-b8d0-d2e82d014763,2018,2021,Civic_Education,A,3,Science,Food Nutritionist,Male,80.0
b21332cd-3200-4af1-b8d0-d2e82d014763,2018,2021,ICT,A,3,Science,Food Nutritionist,Male,80.0
b21332cd-3200-4af1-b8d0-d2e82d014763,2018,2021,Marketing,C,3,Science,Food Nutritionist,Male,54.5
b21332cd-3200-4af1-b8d0-d2e82d014763,2018,2021,Dyeing_and_bleaching,C,3,Science,Food Nutritionist,Male,54.5
b21332cd-3200-4af1-b8d0-d2e82d014763,2018,2021,Physics,C,3,Science,Food Nutritionist,Male,54.5
b21332cd-3200-4af1-b8d0-d2e82d014763,2018,2021,Chemistry,F,3,Science,Food Nutritionist,Male,14.5
162052e4-bbbe-46dc-a5cf-9f710568b801,2018,2021,English,B,1,Art,Content Creator,Female,69.5
162052e4-bbbe-46dc-a5cf-9f710568b801,2018,2021,Mathematics,C,1,Art,Content Creator,Female,54.5
162052e4-bbbe-46dc-a5cf-9f710568b801,2018,2021,Civic_Education,B,1,Art,Content Creator,Female,69.5
162052e4-bbbe-46dc-a5cf-9f710568b801,2018,2021,ICT,C,1,Art,Content Creator,Female,54.5
162052e4-bbbe-46dc-a5cf-9f710568b801,2018,2021,Literature,C,1,Art,Content Creator,Female,54.5
162052e4-bbbe-46dc-a5cf-9f710568b801,2018,2021,Government_or_History,C,1,Art,Content Creator,Female,54.5
162052e4-bbbe-46dc-a5cf-9f710568b801,2018,2021,Religious_Studies,D,1,Art,Content Creator,Female,44.5
162052e4-bbbe-46dc-a5cf-9f710568b801,2018,2021,_Language_Yoruba,E,1,Art,Content Creator,Female,34.5
162052e4-bbbe-46dc-a5cf-9f710568b801,2018,2021,Marketing,C,1,Art,Content Creator,Female,54.5
fa5d2aac-e3cb-40e4-978d-5bee03b6997a,2018,2021,English,C,1,Art,Journalist,Male,54.5
fa5d2aac-e3cb-40e4-978d-5bee03b6997a,2018,2021,Mathematics,C,1,Art,Journalist,Male,54.5
fa5d2aac-e3cb-40e4-978d-5bee03b6997a,2018,2021,Civic_Education,C,1,Art,Journalist,Male,54.5
fa5d2aac-e3cb-40e4-978d-5bee03b6997a,2018,2021,ICT,D,1,Art,Journalist,Male,44.5
fa5d2aac-e3cb-40e4-978d-5bee03b6997a,2018,2021,Literature,D,1,Art,Journalist,Male,44.5
fa5d2aac-e3cb-40e4-978d-5bee03b6997a,2018,2021,Government_or_History,E,1,Art,Journalist,Male,34.5
fa5d2aac-e3cb-40e4-978d-5bee03b6997a,2018,2021,Religious_Studies,A,1,Art,Journalist,Male,80.0
fa5d2aac-e3cb-40e4-978d-5bee03b6997a,2018,2021,_Language_Yoruba,F,1,Art,Journalist,Male,14.5
fa5d2aac-e3cb-40e4-978d-5bee03b6997a,2018,2021,_French_Igbo,D,1,Art,Journalist,Male,44.5
f04d380b-ebc1-417e-9d25-9c42910f4bd2,2018,2021,English,B,2,Commercial,Entrepreneur,Female,69.5
f04d380b-ebc1-417e-9d25-9c42910f4bd2,2018,2021,Mathematics,E,2,Commercial,Entrepreneur,Female,34.5
f04d380b-ebc1-417e-9d25-9c42910f4bd2,2018,2021,Civic_Education,C,2,Commercial,Entrepreneur,Female,54.5
f04d380b-ebc1-417e-9d25-9c42910f4bd2,2018,2021,ICT,D,2,Commercial,Entrepreneur,Female,44.5
f04d380b-ebc1-417e-9d25-9c42910f4bd2,2018,2021,Bookkeeping,E,2,Commercial,Entrepreneur,Female,34.5
f04d380b-ebc1-417e-9d25-9c42910f4bd2,2018,2021,Economics,F,2,Commercial,Entrepreneur,Female,14.5
f04d380b-ebc1-417e-9d25-9c42910f4bd2,2018,2021,Accounting,D,2,Commercial,Entrepreneur,Female,44.5
f04d380b-ebc1-417e-9d25-9c42910f4bd2,2018,2021,Commerce,C,2,Commercial,Entrepreneur,Female,54.5
f04d380b-ebc1-417e-9d25-9c42910f4bd2,2018,2021,Biology,B,2,Commercial,Entrepreneur,Female,69.5
312a59f0-fec0-4b89-8bf5-4b70d798e097,2018,2021,English,F,3,Science,Food Nutritionist,Male,14.5
312a59f0-fec0-4b89-8bf5-4b70d798e097,2018,2021,Mathematics,D,3,Science,Food Nutritionist,Male,44.5
312a59f0-fec0-4b89-8bf5-4b70d798e097,2018,2021,Civic_Education,C,3,Science,Food Nutritionist,Male,54.5
312a59f0-fec0-4b89-8bf5-4b70d798e097,2018,2021,ICT,E,3,Science,Food Nutritionist,Male,34.5
312a59f0-fec0-4b89-8bf5-4b70d798e097,2018,2021,Marketing,F,3,Science,Food Nutritionist,Male,14.5
312a59f0-fec0-4b89-8bf5-4b70d798e097,2018,2021,Dyeing_and_bleaching,C,3,Science,Food Nutritionist,Male,54.5
312a59f0-fec0-4b89-8bf5-4b70d798e097,2018,2021,Physics,E,3,Science,Food Nutritionist,Male,34.5
312a59f0-fec0-4b89-8bf5-4b70d798e097,2018,2021,Chemistry,B,3,Science,Food Nutritionist,Male,69.5
4bf23997-9c5c-41fa-a548-dda1e7aa01a2,2018,2021,English,A,2,Commercial,Accountant,Female,80.0
4bf23997-9c5c-41fa-a548-dda1e7aa01a2,2018,2021,Mathematics,B,2,Commercial,Accountant,Female,69.5
4bf23997-9c5c-41fa-a548-dda1e7aa01a2,2018,2021,Civic_Education,D,2,Commercial,Accountant,Female,44.5
4bf23997-9c5c-41fa-a548-dda1e7aa01a2,2018,2021,ICT,C,2,Commercial,Accountant,Female,54.5
4bf23997-9c5c-41fa-a548-dda1e7aa01a2,2018,2021,_French_Igbo,C,2,Commercial,Accountant,Female,54.5
4bf23997-9c5c-41fa-a548-dda1e7aa01a2,2018,2021,Bookkeeping,E,2,Commercial,Accountant,Female,34.5
4bf23997-9c5c-41fa-a548-dda1e7aa01a2,2018,2021,Economics,C,2,Commercial,Accountant,Female,54.5
4bf23997-9c5c-41fa-a548-dda1e7aa01a2,2018,2021,Accounting,D,2,Commercial,Accountant,Female,44.5
4bf23997-9c5c-41fa-a548-dda1e7aa01a2,2018,2021,Commerce,C,2,Commercial,Accountant,Female,54.5
21fe193b-e5c9-4932-8cb2-8ca1747020db,2018,2021,English,C,3,Science,Agriculturist,Male,54.5
21fe193b-e5c9-4932-8cb2-8ca1747020db,2018,2021,Mathematics,E,3,Science,Agriculturist,Male,34.5
21fe193b-e5c9-4932-8cb2-8ca1747020db,2018,2021,Civic_Education,C,3,Science,Agriculturist,Male,54.5
21fe193b-e5c9-4932-8cb2-8ca1747020db,2018,2021,ICT,B,3,Science,Agriculturist,Male,69.5
21fe193b-e5c9-4932-8cb2-8ca1747020db,2018,2021,Marketing,D,3,Science,Agriculturist,Male,44.5
21fe193b-e5c9-4932-8cb2-8ca1747020db,2018,2021,Dyeing_and_bleaching,C,3,Science,Agriculturist,Male,54.5
21fe193b-e5c9-4932-8cb2-8ca1747020db,2018,2021,Physics,B,3,Science,Agriculturist,Male,69.5
21fe193b-e5c9-4932-8cb2-8ca1747020db,2018,2021,Electrical_work,D,3,Science,Agriculturist,Male,44.5
933e4224-f1aa-44e5-a979-d01434cbe6c6,2018,2021,English,B,3,Science,Food Nutritionist,Female,69.5
933e4224-f1aa-44e5-a979-d01434cbe6c6,2018,2021,Mathematics,B,3,Science,Food Nutritionist,Female,69.5
933e4224-f1aa-44e5-a979-d01434cbe6c6,2018,2021,Civic_Education,E,3,Science,Food Nutritionist,Female,34.5
933e4224-f1aa-44e5-a979-d01434cbe6c6,2018,2021,ICT,C,3,Science,Food Nutritionist,Female,54.5
933e4224-f1aa-44e5-a979-d01434cbe6c6,2018,2021,_French_Igbo,D,3,Science,Food Nutritionist,Female,44.5
933e4224-f1aa-44e5-a979-d01434cbe6c6,2018,2021,Dyeing_and_bleaching,C,3,Science,Food Nutritionist,Female,54.5
933e4224-f1aa-44e5-a979-d01434cbe6c6,2018,2021,Physics,B,3,Science,Food Nutritionist,Female,69.5
933e4224-f1aa-44e5-a979-d01434cbe6c6,2018,2021,Chemistry,B,3,Science,Food Nutritionist,Female,69.5
f76d87ed-1d8d-4e05-a3ab-f5c59d737e55,2018,2021,English,A,3,Science,Biologist,Male,80.0
f76d87ed-1d8d-4e05-a3ab-f5c59d737e55,2018,2021,Mathematics,E,3,Science,Biologist,Male,34.5
f76d87ed-1d8d-4e05-a3ab-f5c59d737e55,2018,2021,Civic_Education,B,3,Science,Biologist,Male,69.5
f76d87ed-1d8d-4e05-a3ab-f5c59d737e55,2018,2021,ICT,B,3,Science,Biologist,Male,69.5
f76d87ed-1d8d-4e05-a3ab-f5c59d737e55,2018,2021,Dyeing_and_bleaching,C,3,Science,Biologist,Male,54.5
f76d87ed-1d8d-4e05-a3ab-f5c59d737e55,2018,2021,Physics,E,3,Science,Biologist,Male,34.5
f76d87ed-1d8d-4e05-a3ab-f5c59d737e55,2018,2021,Food_Nutrition,D,3,Science,Biologist,Male,44.5
f76d87ed-1d8d-4e05-a3ab-f5c59d737e55,2018,2021,Biology,B,3,Science,Biologist,Male,69.5
69288978-7420-4cdd-a327-d4f2fbd591e6,2018,2021,English,D,1,Art,Actor,Male,44.5
69288978-7420-4cdd-a327-d4f2fbd591e6,2018,2021,Mathematics,B,1,Art,Actor,Male,69.5
69288978-7420-4cdd-a327-d4f2fbd591e6,2018,2021,Civic_Education,C,1,Art,Actor,Male,54.5
69288978-7420-4cdd-a327-d4f2fbd591e6,2018,2021,ICT,B,1,Art,Actor,Male,69.5
69288978-7420-4cdd-a327-d4f2fbd591e6,2018,2021,Literature,B,1,Art,Actor,Male,69.5
69288978-7420-4cdd-a327-d4f2fbd591e6,2018,2021,Government_or_History,C,1,Art,Actor,Male,54.5
69288978-7420-4cdd-a327-d4f2fbd591e6,2018,2021,Religious_Studies,D,1,Art,Actor,Male,44.5
69288978-7420-4cdd-a327-d4f2fbd591e6,2018,2021,_Language_Yoruba,D,1,Art,Actor,Male,44.5
69288978-7420-4cdd-a327-d4f2fbd591e6,2018,2021,Marketing,C,1,Art,Actor,Male,54.5
f4a9de2b-86ff-4d80-bda4-e1132fa1b77b,2018,2021,English,A,1,Art,Brand Specialist,Male,80.0
f4a9de2b-86ff-4d80-bda4-e1132fa1b77b,2018,2021,Mathematics,F,1,Art,Brand Specialist,Male,14.5
f4a9de2b-86ff-4d80-bda4-e1132fa1b77b,2018,2021,Civic_Education,C,1,Art,Brand Specialist,Male,54.5
f4a9de2b-86ff-4d80-bda4-e1132fa1b77b,2018,2021,ICT,D,1,Art,Brand Specialist,Male,44.5
f4a9de2b-86ff-4d80-bda4-e1132fa1b77b,2018,2021,Literature,B,1,Art,Brand Specialist,Male,69.5
f4a9de2b-86ff-4d80-bda4-e1132fa1b77b,2018,2021,Government_or_History,A,1,Art,Brand Specialist,Male,80.0
f4a9de2b-86ff-4d80-bda4-e1132fa1b77b,2018,2021,Religious_Studies,A,1,Art,Brand Specialist,Male,80.0
f4a9de2b-86ff-4d80-bda4-e1132fa1b77b,2018,2021,_Language_Yoruba,D,1,Art,Brand Specialist,Male,44.5
f4a9de2b-86ff-4d80-bda4-e1132fa1b77b,2018,2021,_French_Igbo,D,1,Art,Brand Specialist,Male,44.5
ba69a0a8-92df-4aea-9145-c1feaf56b2d7,2018,2021,English,B,1,Art,Journalist,Female,69.5
ba69a0a8-92df-4aea-9145-c1feaf56b2d7,2018,2021,Mathematics,F,1,Art,Journalist,Female,14.5
ba69a0a8-92df-4aea-9145-c1feaf56b2d7,2018,2021,Civic_Education,A,1,Art,Journalist,Female,80.0
ba69a0a8-92df-4aea-9145-c1feaf56b2d7,2018,2021,ICT,A,1,Art,Journalist,Female,80.0
ba69a0a8-92df-4aea-9145-c1feaf56b2d7,2018,2021,Literature,C,1,Art,Journalist,Female,54.5
ba69a0a8-92df-4aea-9145-c1feaf56b2d7,2018,2021,Government_or_History,C,1,Art,Journalist,Female,54.5
ba69a0a8-92df-4aea-9145-c1feaf56b2d7,2018,2021,Religious_Studies,A,1,Art,Journalist,Female,80.0
ba69a0a8-92df-4aea-9145-c1feaf56b2d7,2018,2021,_Language_Yoruba,D,1,Art,Journalist,Female,44.5
ba69a0a8-92df-4aea-9145-c1feaf56b2d7,2018,2021,Marketing,B,1,Art,Journalist,Female,69.5
ec3140ee-1fa4-4cc7-9679-151c8132802a,2018,2021,English,B,3,Science,Food Nutritionist,Female,69.5
ec3140ee-1fa4-4cc7-9679-151c8132802a,2018,2021,Mathematics,E,3,Science,Food Nutritionist,Female,34.5
ec3140ee-1fa4-4cc7-9679-151c8132802a,2018,2021,Civic_Education,C,3,Science,Food Nutritionist,Female,54.5
ec3140ee-1fa4-4cc7-9679-151c8132802a,2018,2021,ICT,B,3,Science,Food Nutritionist,Female,69.5
ec3140ee-1fa4-4cc7-9679-151c8132802a,2018,2021,_French_Igbo,A,3,Science,Food Nutritionist,Female,80.0
ec3140ee-1fa4-4cc7-9679-151c8132802a,2018,2021,Dyeing_and_bleaching,D,3,Science,Food Nutritionist,Female,44.5
ec3140ee-1fa4-4cc7-9679-151c8132802a,2018,2021,Physics,D,3,Science,Food Nutritionist,Female,44.5
ec3140ee-1fa4-4cc7-9679-151c8132802a,2018,2021,Chemistry,B,3,Science,Food Nutritionist,Female,69.5
82840ba3-265e-4841-8616-dcc476c49e0e,2018,2021,English,D,2,Commercial,Auditor,Female,44.5
82840ba3-265e-4841-8616-dcc476c49e0e,2018,2021,Mathematics,C,2,Commercial,Auditor,Female,54.5
82840ba3-265e-4841-8616-dcc476c49e0e,2018,2021,Civic_Education,E,2,Commercial,Auditor,Female,34.5
82840ba3-265e-4841-8616-dcc476c49e0e,2018,2021,ICT,A,2,Commercial,Auditor,Female,80.0
82840ba3-265e-4841-8616-dcc476c49e0e,2018,2021,Bookkeeping,C,2,Commercial,Auditor,Female,54.5
82840ba3-265e-4841-8616-dcc476c49e0e,2018,2021,Economics,D,2,Commercial,Auditor,Female,44.5
82840ba3-265e-4841-8616-dcc476c49e0e,2018,2021,Accounting,D,2,Commercial,Auditor,Female,44.5
82840ba3-265e-4841-8616-dcc476c49e0e,2018,2021,Commerce,F,2,Commercial,Auditor,Female,14.5
82840ba3-265e-4841-8616-dcc476c49e0e,2018,2021,Marketing,B,2,Commercial,Auditor,Female,69.5
2bdb9452-1ae9-40e7-a0de-efaa0f321a63,2018,2021,English,B,1,Art,Fashion Designer,Male,69.5
2bdb9452-1ae9-40e7-a0de-efaa0f321a63,2018,2021,Mathematics,C,1,Art,Fashion Designer,Male,54.5
2bdb9452-1ae9-40e7-a0de-efaa0f321a63,2018,2021,Civic_Education,D,1,Art,Fashion Designer,Male,44.5
2bdb9452-1ae9-40e7-a0de-efaa0f321a63,2018,2021,ICT,E,1,Art,Fashion Designer,Male,34.5
2bdb9452-1ae9-40e7-a0de-efaa0f321a63,2018,2021,Literature,D,1,Art,Fashion Designer,Male,44.5
2bdb9452-1ae9-40e7-a0de-efaa0f321a63,2018,2021,Government_or_History,D,1,Art,Fashion Designer,Male,44.5
2bdb9452-1ae9-40e7-a0de-efaa0f321a63,2018,2021,Religious_Studies,D,1,Art,Fashion Designer,Male,44.5
2bdb9452-1ae9-40e7-a0de-efaa0f321a63,2018,2021,_Language_Yoruba,C,1,Art,Fashion Designer,Male,54.5
2bdb9452-1ae9-40e7-a0de-efaa0f321a63,2018,2021,Biology,B,1,Art,Fashion Designer,Male,69.5
23c84317-7b30-40df-914c-40b27b0395cf,2018,2021,English,E,1,Art,Fashion Designer,Male,34.5
23c84317-7b30-40df-914c-40b27b0395cf,2018,2021,Mathematics,C,1,Art,Fashion Designer,Male,54.5
23c84317-7b30-40df-914c-40b27b0395cf,2018,2021,Civic_Education,D,1,Art,Fashion Designer,Male,44.5
23c84317-7b30-40df-914c-40b27b0395cf,2018,2021,ICT,D,1,Art,Fashion Designer,Male,44.5
23c84317-7b30-40df-914c-40b27b0395cf,2018,2021,Literature,D,1,Art,Fashion Designer,Male,44.5
23c84317-7b30-40df-914c-40b27b0395cf,2018,2021,Government_or_History,C,1,Art,Fashion Designer,Male,54.5
