Student_ID,Gender,DOB,Age,Class_Grade_ID,Discipline_ID,State_Of_Origin,Year_Of_Admission,Sports_House,Religion,Disability,Parent_Income_Level,Class_Prefect,Aspiring_Profession,Clubs
7cbaa2ed-5704-4b69-b42d-f9f126ece42b,Male,2012-02-16,12,1,1,Ekiti,2022,Purple House,Christianity,No,Middle Class,No,Fashion Designer,{'Debating Club'}
059eb080-56b1-490b-a855-7b80754c4e5d,Male,2010-09-17,14,3,3,Osun,2020,Red House,Islam,No,Middle Class,No,Scientist,{'JETS Club'}
813b3021-ce4c-44a3-abdb-4445520d240f,Female,2010-09-07,14,2,1,Enugu,2021,Green House,Christianity,No,Middle Class,No,Artist,{'Fine Arts'}
977e29a2-9913-4256-bf8a-39ee99460b03,Male,2008-04-02,16,2,1,Akwa Ibom,2021,Yellow House,Islam,No,Middle Class,No,Journalist,{'Drama Club'}
47238c52-cdfb-4a11-8cdc-54724ce76df7,Male,2007-08-30,17,2,2,Ogun,2021,Brown House,Islam,No,Middle Class,No,Business Executive,{'Commerce Club'}
0dc5ac07-4370-4319-837b-05f0ddb84323,Female,2009-03-31,15,2,1,Ogun,2021,Brown House,Islam,No,Middle Class,No,Journalist,{'Debating Club'}
fed19866-93e0-4aba-b964-a091f3ecfb5b,Male,2008-03-06,16,2,2,Enugu,2021,Green House,Christianity,No,Middle Class,No,Accountant,{'Commerce Club'}
a5c975dd-efe6-4f48-a357-d4cbd85a8051,Female,2008-02-17,16,1,2,Adamawa,2022,Purple House,Islam,No,Middle Class,No,Economist,{'Press Club'}
50f1de92-c9a3-4f3b-ba9f-880bd8ff6750,Male,2010-06-13,14,3,3,Ogun,2020,Yellow House,Christianity,No,Middle Class,No,Biologist,{'JETS Club'}
462bceb5-577e-47f3-bef3-34309c132e3b,Male,2007-11-17,17,1,1,Imo,2022,Brown House,Christianity,No,Middle Class,No,Lawyer,{'Fine Arts'}
e87de768-70ca-4bc6-bebc-da0f3c1762b0,Female,2007-09-09,17,3,2,Lagos,2020,Blue House,Christianity,No,Upper Class,No,Auditor,{'Commerce Club'}
9bac6615-bafc-4009-a24d-402a8a68c344,Female,2009-05-02,15,2,3,Enugu,2021,Purple House,Christianity,No,Middle Class,No,Engineer,{'Red Cross'}
3be8b54d-e7fd-4aa4-be97-c38e9336a475,Male,2006-10-19,18,2,3,Osun,2021,Yellow House,Christianity,No,Middle Class,No,Pharmacist,{'Computer Club'}
99b5c417-199b-43f6-93b7-15bf55c8655d,Female,2007-01-26,17,3,1,Ogun,2020,Red House,Islam,No,Middle Class,No,Fashion Designer,{'Music Club'}
969691c0-509e-4511-ae82-6808d46d6618,Male,2008-02-27,16,3,2,Ogun,2020,Purple House,Christianity,No,Middle Class,No,Entrepreneur,{'Chess Club'}
757d1672-274c-4525-83b3-de070f833994,Male,2007-11-13,17,1,1,Lagos,2022,Purple House,Islam,No,Middle Class,No,Actor,{'Press Club'}
97648063-b75f-4492-9570-f1fe19c22c4e,Female,2008-06-10,16,2,3,Lagos,2021,Purple House,Christianity,No,Middle Class,No,Engineer,{'Red Cross'}
8d0459f0-e5de-458d-8c92-cb50074e2bd1,Female,2010-05-07,14,2,2,Oyo,2021,Brown House,Christianity,No,Middle Class,No,Business Executive,{'Chess Club'}
2fb14eac-1b83-4158-8a08-e3be3a6b9a11,Female,2012-02-03,12,2,2,Adamawa,2021,Green House,Christianity,Yes,Middle Class,No,Marketer,{'Commerce Club'}
3fd4b446-fcdd-4cdf-8623-3c25455056f5,Female,2012-01-20,12,2,1,Oyo,2021,Green House,Christianity,No,Middle Class,No,Brand Specialist,{'Debating Club'}
b4ed2568-4504-40a5-91a7-5d7c95815adc,Female,2008-01-12,16,1,3,Kano,2022,Purple House,Islam,No,Middle Class,No,Computer Scientist,{'Computer Club'}
602f8452-957f-4126-a20e-9d45681623f0,Male,2010-08-01,14,2,2,Osun,2021,Yellow House,Christianity,No,Middle Class,No,Economist,{'Commerce Club'}
e7f6582c-2ba7-49fb-87f9-dd5d9ada6a32,Female,2008-02-14,16,1,3,Oyo,2022,Yellow House,Islam,No,Middle Class,No,Pharmacist,{'Red Cross'}
5cdecf1f-0205-4ed8-854b-59f1df4a7bbe,Female,2008-10-14,16,2,3,Lagos,2021,Yellow House,Christianity,No,Middle Class,No,Biologist,{'Computer Club'}
99918545-d6d3-4909-8cc9-67326c0a6ae9,Female,2007-06-25,17,2,2,Ebonyi,2021,Blue House,Christianity,No,Middle Class,No,Economist,{'Music Club'}
a3ffd068-d486-4efb-88d1-6e98fd338a6e,Male,2011-11-21,13,3,3,Kaduna,2020,Red House,Christianity,No,Middle Class,No,Pharmacist,{'Mathematics Club'}
b5892291-961b-4bac-bc1d-6408cd77fbca,Male,2012-06-02,12,2,2,Bayelsa,2021,Green House,Islam,No,Low,No,Auditor,{'Debating Club'}
0b12f87d-28ca-4bbb-96ef-a71931a178e8,Male,2009-07-05,15,2,1,Ogun,2021,Yellow House,Christianity,No,Middle Class,No,Content Creator,{'Debating Club'}
a12b9b6a-d6b7-497c-b6e9-6d2073ffd741,Female,2012-01-19,12,1,1,Ogun,2022,Brown House,Islam,No,Middle Class,No,Artist,{'Press Club'}
508d7cb1-6cf7-4feb-803a-f3288a5886fc,Female,2012-04-06,12,3,3,Lagos,2020,Green House,Islam,Yes,Middle Class,No,Biologist,{'Mathematics Club'}
746ab320-3bab-4558-95b8-0ef1091b7b94,Female,2012-09-24,12,3,3,Ekiti,2020,Green House,Islam,No,Middle Class,No,Food Nutritionist,{'JETS Club'}
973ddc49-d0c5-461c-816c-39eda0ff5c38,Male,2007-06-07,17,2,2,Ogun,2021,Yellow House,Christianity,No,Middle Class,No,Marketer,{'Chess Club'}
ba0946b7-b249-44bb-afb1-4cdd7953575e,Male,2007-05-26,17,1,2,Osun,2022,Brown House,Islam,No,Middle Class,No,Accountant,{'Debating Club'}
dfb9804b-702c-454f-b6c4-e156ea5ccef4,Female,2007-06-18,17,2,1,Ondo,2021,Brown House,Christianity,No,Middle Class,No,Brand Specialist,{'Music Club'}
c5bf47e3-52ae-4e6c-a1bc-6c5149119f23,Female,2011-03-22,13,3,2,Lagos,2020,Brown House,Christianity,No,Middle Class,No,Accountant,{'Chess Club'}
d8d885c0-6981-4c57-9c44-66fdc42488de,Female,2010-09-28,14,1,2,Rivers,2022,Green House,Christianity,No,Middle Class,No,Accountant,{'Chess Club'}
04d30911-165b-4ef0-b044-361c755a3e52,Male,2010-11-16,14,2,2,Abia,2021,Red House,Christianity,No,Low,No,Economist,{'Chess Club'}
40d3cf32-9d7c-465b-a499-1a4b0ab4b93e,Female,2008-12-08,16,2,3,Ogun,2021,Yellow House,Islam,No,Low,No,Data Scientist,{'Computer Club'}
38b44d1d-a2bd-4af6-96bd-20e01b396348,Male,2012-09-20,12,3,1,Taraba,2020,Purple House,Islam,No,Middle Class,No,Journalist,{'Press Club'}
dde11b71-2d4e-4566-878a-f8fe4a5f6a2a,Male,2012-09-07,12,3,1,Ogun,2020,Blue House,Islam,No,Middle Class,No,Journalist,{'Debating Club'}
68ba1d25-22fe-47d7-a56a-5355e3e29b34,Male,2007-09-26,17,2,3,Rivers,2021,Green House,Christianity,No,Middle Class,No,Computer Scientist,{'Computer Club'}
72104697-36fb-4598-b61f-2b540cecb4e5,Female,2009-03-25,15,1,2,Benue,2022,Green House,Christianity,No,Middle Class,No,Auditor,{'Press Club'}
f3fa285c-104d-48af-acda-5f73297d5109,Female,2007-09-26,17,3,1,Lagos,2020,Blue House,Islam,No,Middle Class,No,Journalist,{'Debating Club'}
fe1716fe-67fd-4088-bbe3-7579fbcf4908,Male,2011-08-22,13,1,2,Abia,2022,Brown House,Islam,No,Low,No,Entrepreneur,{'Commerce Club'}
c7555c64-b089-4a97-9a2f-bae41c99d034,Male,2011-12-14,13,3,1,Cross River,2020,Yellow House,Christianity,No,Middle Class,No,Fashion Designer,{'Debating Club'}
13bb4500-7010-43f2-a541-24a5d993d260,Male,2006-11-19,18,1,1,FCT - Abuja,2022,Brown House,Islam,No,Middle Class,No,Writer,{'Press Club'}
113d6e22-b3fe-4f11-9274-dc6aebfe60fd,Male,2010-07-24,14,1,2,Oyo,2022,Green House,Islam,No,Middle Class,No,Business Executive,{'Music Club'}
be2444e9-861b-4ce6-9a01-f7330be94b8c,Male,2011-09-03,13,2,2,Anambra,2021,Green House,Christianity,No,Upper Class,No,Entrepreneur,{'Chess Club'}
048256d1-7345-4aef-8b13-6e504575df18,Male,2011-11-27,13,1,1,Kebbi,2022,Brown House,Christianity,No,Middle Class,No,Fashion Designer,{'Press Club'}
6c037ae7-f970-4e4d-8da7-8cb913767ca0,Female,2007-11-10,17,2,1,Sokoto,2021,Green House,Christianity,No,Low,No,Journalist,{'Press Club'}
332314be-3d54-4a8a-8180-3ea3eafbb14e,Male,2009-04-11,15,2,2,Lagos,2021,Yellow House,Christianity,No,Middle Class,No,Economist,{'Press Club'}
6e019323-56ce-4173-9135-a15fa4794848,Male,2012-05-22,12,1,3,Lagos,2022,Yellow House,Christianity,No,Middle Class,No,Pharmacist,{'Computer Club'}
d574ddc5-28d2-4e5e-b639-8f4137f03578,Female,2009-03-03,15,1,3,Lagos,2022,Red House,Christianity,No,Middle Class,No,Doctor,{'Computer Club'}
d07d5399-8c05-4ab9-96a2-7170be9e5658,Male,2012-07-08,12,3,1,Ogun,2020,Yellow House,Islam,No,Middle Class,No,Actor,{'Press Club'}
c624aef4-831f-493d-97b8-b34aff79750a,Female,2007-04-13,17,2,3,Bayelsa,2021,Yellow House,Islam,No,Middle Class,No,Software Developer,{'JETS Club'}
440939d7-9306-441d-a152-4d79a8803c8b,Male,2012-08-23,12,3,3,Sokoto,2020,Blue House,Christianity,No,Middle Class,No,Computer Scientist,{'JETS Club'}
ea7c92dc-9340-4586-b1ac-dc247cf92f22,Female,2011-02-06,13,3,1,Kebbi,2020,Red House,Islam,No,Middle Class,No,Writer,{'Music Club'}
439f7a7f-f743-420b-b88b-50862201cbce,Female,2009-02-14,15,3,2,Ogun,2020,Blue House,Christianity,No,Middle Class,No,Marketer,{'Music Club'}
bd0e7bee-e402-45c0-90b9-4332938e6e23,Female,2010-12-07,14,1,3,Benue,2022,Green House,Islam,No,Middle Class,No,Scientist,{'JETS Club'}
ab7ee0b8-b6e1-496a-83ff-6e370cbcd387,Male,2008-08-22,16,2,3,Enugu,2021,Brown House,Islam,No,Middle Class,No,Software Developer,{'Red Cross'}
5c85de40-55bc-4952-9f70-c107ed048813,Female,2010-07-03,14,1,2,Oyo,2022,Purple House,Christianity,No,Middle Class,No,Marketer,{'Commerce Club'}
0ff900af-d66f-4b44-a0e3-b91ac137469d,Male,2011-11-04,13,1,1,Anambra,2022,Yellow House,Islam,No,Middle Class,No,Lawyer,{'Drama Club'}
f002aebe-2084-4560-914e-a87c3c131910,Female,2010-02-09,14,3,2,Anambra,2020,Yellow House,Christianity,No,Middle Class,No,Business Executive,{'Music Club'}
1814a9f0-9447-4e6f-ad54-758ba0f4ddea,Male,2006-11-25,18,3,2,Rivers,2020,Purple House,Christianity,No,Middle Class,No,Entrepreneur,{'Debating Club'}
443bd48c-53e3-4452-be52-306a1b5096a3,Female,2011-05-29,13,3,1,Kogi,2020,Purple House,Islam,No,Middle Class,No,Artist,{'Fine Arts'}
551d29be-2346-4ea4-b1fa-eed49eec3b7c,Male,2010-01-26,14,3,1,Taraba,2020,Blue House,Christianity,No,Middle Class,No,Writer,{'Debating Club'}
3571789e-b248-4bbb-a114-e2449420843c,Male,2009-09-06,15,2,3,Oyo,2021,Brown House,Christianity,No,Middle Class,No,Agriculturist,{'JETS Club'}
583d30c2-eda0-4e94-a760-ae7dc1aae6ad,Female,2007-03-22,17,2,3,Edo,2021,Brown House,Christianity,No,Middle Class,No,Architect,{'Mathematics Club'}
83a42e66-e968-4346-81c9-66d622a13f82,Male,2012-07-06,12,2,2,Kogi,2021,Green House,Islam,Yes,Middle Class,No,Business Executive,{'Debating Club'}
880aade6-0d3a-49fe-9189-b1dace0139f3,Male,2006-11-13,18,1,1,Osun,2022,Purple House,Christianity,No,Middle Class,No,Fashion Designer,{'Press Club'}
d1e835ec-1a23-4e2f-8f3f-c21b6ab2a8e3,Female,2007-11-08,17,2,2,Taraba,2021,Green House,Christianity,No,Middle Class,No,Business Executive,{'Press Club'}
5bc99cac-bb23-4879-b4fa-1796d177ec21,Male,2011-04-24,13,2,2,Plateau,2021,Brown House,Islam,No,Middle Class,No,Entrepreneur,{'Debating Club'}
9330f9a7-6689-4de0-a555-3acce3ebe08a,Female,2009-06-25,15,3,3,Osun,2020,Green House,Christianity,No,Middle Class,No,Engineer,{'Red Cross'}
c82a05d6-d294-46d1-b642-7bc96b82bcac,Male,2009-01-02,15,2,3,Kano,2021,Brown House,Islam,No,Middle Class,No,Doctor,{'Red Cross'}
4f7fc506-1eeb-4bae-9b66-e0cea692577d,Male,2009-10-16,15,1,2,Oyo,2022,Purple House,Islam,No,Middle Class,No,Entrepreneur,{'Music Club'}
859b6cf9-2336-40d3-8670-8e3d04308a3b,Female,2010-08-30,14,3,1,Ogun,2020,Blue House,Islam,No,Middle Class,Yes,Fashion Designer,{'Press Club'}
e4a4de8a-8c4d-4eaf-a77d-614b713b510d,Female,2006-11-05,18,3,2,Rivers,2020,Blue House,Christianity,No,Middle Class,No,Entrepreneur,{'Debating Club'}
0255b0e6-d2a3-48b0-989e-f13a51673592,Female,2007-08-14,17,2,3,Katsina,2021,Brown House,Islam,No,Middle Class,No,Computer Scientist,{'Computer Club'}
e7c19827-c8bb-4bbc-a69e-1915baeef6ad,Male,2009-08-09,15,3,3,Ebonyi,2020,Green House,Islam,No,Middle Class,No,Computer Scientist,{'Red Cross'}
16c4a06b-5c11-4ee3-a2d2-f5390de51162,Female,2010-06-30,14,3,1,Lagos,2020,Green House,Islam,No,Middle Class,No,Actor,{'Press Club'}
4badbf7e-31a6-4c3a-ad69-46a59d3a7bee,Male,2011-10-23,13,3,1,Oyo,2020,Blue House,Christianity,No,Low,No,Brand Specialist,{'Press Club'}
36648cec-1ba9-4fae-b0b0-dfacb06eb86f,Male,2012-05-31,12,3,2,Plateau,2020,Green House,Christianity,No,Middle Class,No,Business Executive,{'Chess Club'}
4501fd3f-6d77-472f-9912-4edafbbbc36d,Male,2007-10-23,17,2,1,Oyo,2021,Purple House,Islam,No,Middle Class,No,Actor,{'Press Club'}
b9367a35-a13d-4745-8880-c3c968ae0c5b,Female,2009-05-12,15,1,2,Oyo,2022,Blue House,Islam,No,Middle Class,No,Auditor,{'Commerce Club'}
5be094b1-9f07-4b8e-a77b-60e78662aa68,Male,2010-03-18,14,3,2,FCT - Abuja,2020,Blue House,Christianity,No,Middle Class,No,Economist,{'Music Club'}
d90e95dc-98b5-4483-be85-78a52a275dc8,Male,2006-11-04,18,1,3,Osun,2022,Brown House,Islam,No,Middle Class,No,Scientist,{'Mathematics Club'}
fc9f50f5-e9d1-46fa-8ec0-3258a1076604,Male,2006-12-27,18,2,1,Ogun,2021,Purple House,Christianity,No,Middle Class,No,Content Creator,{'Fine Arts'}
ba892bf7-010e-4c31-a722-4e7b0bfb4df1,Male,2011-08-03,13,3,3,Cross River,2020,Red House,Christianity,No,Middle Class,No,Software Developer,{'Mathematics Club'}
87fd4a61-3c79-4a4f-9645-6c3072f092f2,Male,2012-08-15,12,2,2,Lagos,2021,Red House,Christianity,No,Low,No,Accountant,{'Commerce Club'}
8ddf3fb7-4f55-4521-858e-984a6d12aaa6,Male,2009-08-13,15,1,2,Ondo,2022,Brown House,Christianity,No,Middle Class,No,Economist,{'Chess Club'}
26ecac24-3b05-486b-8531-888a362ece07,Male,2008-08-22,16,1,1,Katsina,2022,Brown House,Christianity,No,Middle Class,No,Writer,{'Press Club'}
a0579b53-911c-4ee0-8cd3-5b9cda1671be,Male,2011-10-13,13,3,2,Lagos,2020,Red House,Christianity,No,Middle Class,No,Marketer,{'Press Club'}
be215b37-2da0-4a90-99c7-1bfd9c336fc9,Male,2010-04-05,14,1,3,Ondo,2022,Purple House,Islam,No,Middle Class,No,Software Developer,{'JETS Club'}
acffceb9-615d-4fbf-a3da-f01b0b36847e,Female,2007-10-30,17,3,1,Ogun,2020,Red House,Islam,No,Middle Class,No,Content Creator,{'Fine Arts'}
646be722-e22d-4a8b-8921-208cd4a86ba0,Female,2010-07-07,14,2,2,Lagos,2021,Brown House,Islam,No,Middle Class,No,Economist,{'Chess Club'}
a630eff8-5678-475c-8b0b-79d62f3a5f06,Female,2007-05-19,17,3,2,Ogun,2020,Brown House,Christianity,No,Middle Class,No,Economist,{'Commerce Club'}
ca40be1e-b20e-4918-ab3a-cba2d78cec42,Male,2007-02-09,17,3,2,Oyo,2020,Red House,Islam,No,Middle Class,No,Accountant,{'Debating Club'}
7621a0e3-b8a4-40f0-a57b-1660771e7554,Female,2006-12-27,18,2,1,Oyo,2021,Green House,Islam,No,Middle Class,No,Writer,{'Drama Club'}
2d1d05cf-6c3b-4891-a69f-90359ccb6c84,Male,2008-06-01,16,1,2,Rivers,2022,Red House,Islam,No,Middle Class,No,Auditor,{'Music Club'}
6d7def67-a060-48fc-87e3-a1de995597e9,Female,2012-09-09,12,2,2,Ogun,2021,Red House,Christianity,No,Middle Class,No,Accountant,{'Music Club'}
1fa8bb86-0b69-4d7e-8fc1-9f57b99e5234,Female,2007-05-03,17,3,2,Ondo,2020,Yellow House,Christianity,No,Middle Class,No,Economist,{'Press Club'}
e601632f-9ebb-473e-b7ed-1fe1c9279590,Male,2009-11-02,15,2,3,Ondo,2021,Brown House,Islam,No,Middle Class,No,Scientist,{'Red Cross'}
9c5a624f-8dff-468a-a1c3-555b149ecc49,Female,2011-02-17,13,3,1,Benue,2020,Blue House,Christianity,No,Middle Class,No,Lawyer,{'Debating Club'}
d5df224a-fd9c-4377-aa97-830e32417e08,Female,2009-10-31,15,2,1,Ogun,2021,Brown House,Christianity,No,Middle Class,No,Artist,{'Fine Arts'}
82cfe1ce-5558-4cd1-b1aa-2f90cbad448c,Female,2012-09-02,12,1,3,Oyo,2022,Red House,Islam,No,Middle Class,No,Pharmacist,{'Computer Club'}
b1cd12c9-7f22-469b-be74-0b02c2b22d92,Male,2006-11-27,18,2,3,Anambra,2021,Purple House,Islam,No,Middle Class,No,Software Developer,{'Mathematics Club'}
ba87472e-00bb-41f0-b458-82289e759da9,Female,2006-11-09,18,1,2,Rivers,2022,Red House,Islam,No,Middle Class,No,Business Executive,{'Commerce Club'}
f4091145-c8a1-48d4-8da3-e1561d415728,Male,2008-10-09,16,2,1,Gombe,2021,Yellow House,Christianity,No,Middle Class,No,Fashion Designer,{'Drama Club'}
f3ff0181-d900-4b4e-880e-2adca451d8fd,Female,2012-05-20,12,3,3,Rivers,2020,Purple House,Christianity,No,Low,No,Data Scientist,{'Red Cross'}
d184d135-16f5-4ac6-809a-be771eb53514,Female,2009-06-18,15,3,2,Osun,2020,Purple House,Islam,No,Middle Class,No,Economist,{'Debating Club'}
bffffa8f-00de-45f3-91f7-728d9cecffbe,Female,2009-04-15,15,2,3,Adamawa,2021,Blue House,Islam,No,Middle Class,No,Scientist,{'Mathematics Club'}
b3c65606-7be7-4454-93aa-63f75e748ade,Female,2008-12-25,16,1,1,Lagos,2022,Brown House,Islam,No,Middle Class,No,Fashion Designer,{'Press Club'}
562bd8bc-0459-48d8-bc2e-a0daf02c02f0,Male,2007-10-02,17,2,2,Ekiti,2021,Blue House,Christianity,No,Middle Class,No,Auditor,{'Press Club'}
fca45876-9a63-42c5-9f85-eaca4c07570d,Female,2010-09-07,14,2,2,Osun,2021,Red House,Christianity,No,Middle Class,No,Marketer,{'Press Club'}
853f0323-f2dc-4189-b01a-67556767350a,Female,2009-02-28,15,2,2,Borno,2021,Brown House,Christianity,No,Low,No,Economist,{'Chess Club'}
93bc9fa4-ec67-4062-a031-f9adafee90e5,Female,2010-08-26,14,2,3,FCT - Abuja,2021,Blue House,Islam,No,Middle Class,No,Doctor,{'Mathematics Club'}
b44535e7-73d3-4c4e-b008-9a044a0be7d1,Male,2008-03-18,16,3,1,Ogun,2020,Brown House,Christianity,No,Low,No,Writer,{'Debating Club'}
2cf3d5e4-e196-43bf-b0f6-6d82c779f396,Female,2006-12-25,18,1,2,Ogun,2022,Blue House,Islam,No,Middle Class,No,Marketer,{'Music Club'}
031db188-8510-468d-8949-711eda7e6025,Female,2008-02-27,16,3,3,Kebbi,2020,Purple House,Islam,Yes,Middle Class,No,Food Nutritionist,{'Red Cross'}
af46a867-5380-467c-8ee9-2fab6f45564f,Male,2008-08-21,16,2,3,Lagos,2021,Green House,Christianity,No,Middle Class,No,Agriculturist,{'Red Cross'}
d6576d68-f96a-4c71-bf0e-77ba2a77fdbb,Male,2012-07-16,12,3,1,Ondo,2020,Brown House,Islam,No,Middle Class,No,Brand Specialist,{'Music Club'}
4087ea89-7d04-45ae-8199-42eb8b5f5545,Female,2010-09-20,14,2,1,Oyo,2021,Purple House,Christianity,No,Middle Class,No,Brand Specialist,{'Music Club'}
48bca0ca-0521-4386-89a6-0b3b935d13bf,Female,2012-05-30,12,2,1,Lagos,2021,Green House,Islam,No,Middle Class,No,Brand Specialist,{'Music Club'}
3366df36-b6a1-4fce-9805-85216cfccd2f,Female,2010-08-08,14,2,3,Osun,2021,Purple House,Islam,No,Middle Class,No,Doctor,{'Red Cross'}
bf3ec707-7d7d-403a-909c-236032e8b7bc,Female,2009-04-04,15,1,2,Oyo,2022,Brown House,Christianity,No,Middle Class,No,Economist,{'Music Club'}
ed860140-9fe4-4921-adf6-389ccec308ed,Female,2007-06-04,17,1,1,Katsina,2022,Brown House,Christianity,No,Middle Class,No,Brand Specialist,{'Press Club'}
ee2a3556-bdca-4fb5-92c8-184b177f50e7,Male,2007-02-08,17,3,1,Oyo,2020,Green House,Islam,No,Middle Class,No,Fashion Designer,{'Press Club'}
410397ed-0db4-43ea-b3b2-0e5a7713b9ae,Male,2012-05-17,12,1,1,Kebbi,2022,Purple House,Christianity,No,Middle Class,No,Actor,{'Drama Club'}
02168fdb-c223-4202-b500-fa35b8a7f5b8,Male,2008-03-07,16,3,1,Oyo,2020,Yellow House,Christianity,No,Middle Class,No,Artist,{'Drama Club'}
dc0ee011-eaaa-4483-94cd-76c6bd87c741,Female,2010-07-27,14,2,3,Lagos,2021,Green House,Islam,No,Middle Class,No,Pharmacist,{'Mathematics Club'}
9f4be79f-960b-43d8-8cfc-f264f8333d1c,Male,2010-03-16,14,2,1,Ogun,2021,Brown House,Islam,No,Middle Class,No,Fashion Designer,{'Press Club'}
95409cb8-9585-462b-9114-63896cd44dd4,Female,2010-01-31,14,1,2,Oyo,2022,Red House,Christianity,No,Middle Class,No,Marketer,{'Debating Club'}
5a433858-7e4a-4be9-8574-06db8e7cbf77,Female,2006-12-17,18,2,2,Ogun,2021,Blue House,Islam,No,Middle Class,No,Auditor,{'Press Club'}
f981de06-ed14-4396-9cee-c39232ad2d28,Female,2012-03-12,12,3,1,Imo,2020,Red House,Islam,No,Middle Class,No,Artist,{'Music Club'}
1ef0789a-a342-48a1-91bc-6ec29d7f2be2,Male,2009-07-30,15,1,2,Ogun,2022,Yellow House,Christianity,No,Middle Class,No,Auditor,{'Press Club'}
f01daf89-8a18-40c4-b593-492a2c34161f,Male,2006-12-31,18,2,1,Kaduna,2021,Brown House,Christianity,No,Middle Class,No,Journalist,{'Fine Arts'}
9a177ee2-908b-4dec-8220-cf7d38a87f22,Female,2008-01-30,16,2,2,Oyo,2021,Green House,Christianity,No,Middle Class,No,Entrepreneur,{'Music Club'}
4c2624bf-ec32-4e78-9046-d3e44226784f,Female,2012-01-05,12,1,3,Oyo,2022,Brown House,Christianity,No,Middle Class,No,Software Developer,{'JETS Club'}
e0de3f62-213a-4e05-a42b-c14aca941035,Female,2010-10-09,14,3,2,Osun,2020,Brown House,Islam,No,Middle Class,No,Entrepreneur,{'Debating Club'}
