Student_ID,Class_Grade_ID,Session,Subject,Score
eee90ef4-f8d4-4c3c-89f2-8d411854754e,3,1,Civic Education,96.1
eee90ef4-f8d4-4c3c-89f2-8d411854754e,3,1,ICT,73.93
eee90ef4-f8d4-4c3c-89f2-8d411854754e,3,1,Economics,52.39
eee90ef4-f8d4-4c3c-89f2-8d411854754e,3,1,Accounting,85.18
eee90ef4-f8d4-4c3c-89f2-8d411854754e,3,1,Commerce,73.46
eee90ef4-f8d4-4c3c-89f2-8d411854754e,3,1,Marketing,77.79
eee90ef4-f8d4-4c3c-89f2-8d411854754e,3,1,Dyeing and bleaching,86.9
9251be88-32eb-4825-bbca-dfaeb45bc63b,1,1,English,69.88
9251be88-32eb-4825-bbca-dfaeb45bc63b,1,1,Maths,92.17
9251be88-32eb-4825-bbca-dfaeb45bc63b,1,1,Civic Education,44.64
9251be88-32eb-4825-bbca-dfaeb45bc63b,1,1,ICT,49.9
9251be88-32eb-4825-bbca-dfaeb45bc63b,1,1,Economics,92.47
9251be88-32eb-4825-bbca-dfaeb45bc63b,1,1,Accounting,62.8
9251be88-32eb-4825-bbca-dfaeb45bc63b,1,1,Commerce,82.82
9251be88-32eb-4825-bbca-dfaeb45bc63b,1,1,Marketing,99.59
9251be88-32eb-4825-bbca-dfaeb45bc63b,1,1,Dyeing and bleaching,64.57
b171bcc6-6e8a-4617-af33-1d9c0d05e29f,3,1,English,52.07
b171bcc6-6e8a-4617-af33-1d9c0d05e29f,3,1,Maths,61.77
b171bcc6-6e8a-4617-af33-1d9c0d05e29f,3,1,Civic Education,85.31
b171bcc6-6e8a-4617-af33-1d9c0d05e29f,3,1,ICT,41.51
b171bcc6-6e8a-4617-af33-1d9c0d05e29f,3,1,Physics,97.07
b171bcc6-6e8a-4617-af33-1d9c0d05e29f,3,1,Chemistry,70.54
b171bcc6-6e8a-4617-af33-1d9c0d05e29f,3,1,Technical Drawing,57.2
b171bcc6-6e8a-4617-af33-1d9c0d05e29f,3,1,Further Maths,54.72
b171bcc6-6e8a-4617-af33-1d9c0d05e29f,3,1,Dyeing and bleaching,69.39
736c16fd-7641-46a3-a576-4a9396779e18,1,1,English,95.1
736c16fd-7641-46a3-a576-4a9396779e18,1,1,Maths,52.54
736c16fd-7641-46a3-a576-4a9396779e18,1,1,Civic Education,94.99
736c16fd-7641-46a3-a576-4a9396779e18,1,1,ICT,68.57
736c16fd-7641-46a3-a576-4a9396779e18,1,1,Economics,65.56
736c16fd-7641-46a3-a576-4a9396779e18,1,1,Accounting,72.58
736c16fd-7641-46a3-a576-4a9396779e18,1,1,Commerce,49.94
736c16fd-7641-46a3-a576-4a9396779e18,1,1,Marketing,64.73
736c16fd-7641-46a3-a576-4a9396779e18,1,1,Dyeing and bleaching,73.44
59e53e72-fb2f-460a-b0fa-59de4a1e41d7,1,1,English,52.99
59e53e72-fb2f-460a-b0fa-59de4a1e41d7,1,1,Maths,44.64
59e53e72-fb2f-460a-b0fa-59de4a1e41d7,1,1,Civic Education,57.53
59e53e72-fb2f-460a-b0fa-59de4a1e41d7,1,1,ICT,92.06
59e53e72-fb2f-460a-b0fa-59de4a1e41d7,1,1,Physics,70.71
59e53e72-fb2f-460a-b0fa-59de4a1e41d7,1,1,Chemistry,67.94
59e53e72-fb2f-460a-b0fa-59de4a1e41d7,1,1,Technical Drawing,56.11
59e53e72-fb2f-460a-b0fa-59de4a1e41d7,1,1,Further Maths,63.64
59e53e72-fb2f-460a-b0fa-59de4a1e41d7,1,1,Bookkeeping,89.52
d26977fb-db02-449c-9208-2a2d62f60612,1,1,English,49.56
d26977fb-db02-449c-9208-2a2d62f60612,1,1,Maths,62.83
d26977fb-db02-449c-9208-2a2d62f60612,1,1,Civic Education,83.74
d26977fb-db02-449c-9208-2a2d62f60612,1,1,ICT,60.01
d26977fb-db02-449c-9208-2a2d62f60612,1,1,Economics,48.51
d26977fb-db02-449c-9208-2a2d62f60612,1,1,Accounting,40.29
d26977fb-db02-449c-9208-2a2d62f60612,1,1,Commerce,98.4
d26977fb-db02-449c-9208-2a2d62f60612,1,1,Marketing,70.43
d26977fb-db02-449c-9208-2a2d62f60612,1,1,Electrical work,79.41
7d8f3b77-3458-4bd5-87b3-8822bce3b5c6,1,1,English,45.44
7d8f3b77-3458-4bd5-87b3-8822bce3b5c6,1,1,Maths,61.93
7d8f3b77-3458-4bd5-87b3-8822bce3b5c6,1,1,Civic Education,60.07
7d8f3b77-3458-4bd5-87b3-8822bce3b5c6,1,1,ICT,85.13
7d8f3b77-3458-4bd5-87b3-8822bce3b5c6,1,1,Physics,75.12
7d8f3b77-3458-4bd5-87b3-8822bce3b5c6,1,1,Chemistry,89.09
7d8f3b77-3458-4bd5-87b3-8822bce3b5c6,1,1,Technical Drawing,57.76
7d8f3b77-3458-4bd5-87b3-8822bce3b5c6,1,1,Further Maths,56.59
7d8f3b77-3458-4bd5-87b3-8822bce3b5c6,1,1,Bookkeeping,69.24
a883d204-c5de-4cc2-a264-3703a1e89673,2,1,English,84.48
a883d204-c5de-4cc2-a264-3703a1e89673,2,1,Maths,66.45
a883d204-c5de-4cc2-a264-3703a1e89673,2,1,Civic Education,62.01
a883d204-c5de-4cc2-a264-3703a1e89673,2,1,ICT,55.75
a883d204-c5de-4cc2-a264-3703a1e89673,2,1,Economics,62.4
a883d204-c5de-4cc2-a264-3703a1e89673,2,1,Accounting,52.25
a883d204-c5de-4cc2-a264-3703a1e89673,2,1,Commerce,47.69
a883d204-c5de-4cc2-a264-3703a1e89673,2,1,Marketing,82.4
a883d204-c5de-4cc2-a264-3703a1e89673,2,1,Bookkeeping,97.36
5e35ccbd-7989-42e9-91b1-e23199150c4b,2,1,English,95.69
5e35ccbd-7989-42e9-91b1-e23199150c4b,2,1,Maths,43.25
5e35ccbd-7989-42e9-91b1-e23199150c4b,2,1,Civic Education,74.98
5e35ccbd-7989-42e9-91b1-e23199150c4b,2,1,ICT,70.83
5e35ccbd-7989-42e9-91b1-e23199150c4b,2,1,Physics,92.52
5e35ccbd-7989-42e9-91b1-e23199150c4b,2,1,Chemistry,45.08
5e35ccbd-7989-42e9-91b1-e23199150c4b,2,1,Technical Drawing,99.1
5e35ccbd-7989-42e9-91b1-e23199150c4b,2,1,Further Maths,99.78
5e35ccbd-7989-42e9-91b1-e23199150c4b,2,1,Bookkeeping,66.81
08e6cb37-1438-4f80-90b1-037ee289afc7,1,1,English,96.26
08e6cb37-1438-4f80-90b1-037ee289afc7,1,1,Maths,68.95
08e6cb37-1438-4f80-90b1-037ee289afc7,1,1,Civic Education,54.04
08e6cb37-1438-4f80-90b1-037ee289afc7,1,1,ICT,75.87
08e6cb37-1438-4f80-90b1-037ee289afc7,1,1,Literature,97.2
08e6cb37-1438-4f80-90b1-037ee289afc7,1,1,Government/History,53.5
08e6cb37-1438-4f80-90b1-037ee289afc7,1,1,Religious Studies,72.05
08e6cb37-1438-4f80-90b1-037ee289afc7,1,1,"Language (Yoruba, French, Igbo)",86.03
08e6cb37-1438-4f80-90b1-037ee289afc7,1,1,Dyeing and bleaching,79.01
f59251da-31df-4579-9e4a-2f3e12e4eb74,2,1,English,98.24
f59251da-31df-4579-9e4a-2f3e12e4eb74,2,1,Maths,95.76
f59251da-31df-4579-9e4a-2f3e12e4eb74,2,1,Civic Education,90.79
f59251da-31df-4579-9e4a-2f3e12e4eb74,2,1,ICT,78.33
f59251da-31df-4579-9e4a-2f3e12e4eb74,2,1,Literature,75.57
f59251da-31df-4579-9e4a-2f3e12e4eb74,2,1,Government/History,61.36
f59251da-31df-4579-9e4a-2f3e12e4eb74,2,1,Religious Studies,65.18
f59251da-31df-4579-9e4a-2f3e12e4eb74,2,1,"Language (Yoruba, French, Igbo)",44.57
f59251da-31df-4579-9e4a-2f3e12e4eb74,2,1,Dyeing and bleaching,63.04
ca9047fb-d9f1-4485-bac7-ff207002450a,2,1,English,63.2
ca9047fb-d9f1-4485-bac7-ff207002450a,2,1,Maths,67.03
ca9047fb-d9f1-4485-bac7-ff207002450a,2,1,Civic Education,45.38
ca9047fb-d9f1-4485-bac7-ff207002450a,2,1,ICT,76.9
ca9047fb-d9f1-4485-bac7-ff207002450a,2,1,Physics,81.17
ca9047fb-d9f1-4485-bac7-ff207002450a,2,1,Chemistry,90.0
ca9047fb-d9f1-4485-bac7-ff207002450a,2,1,Technical Drawing,54.86
ca9047fb-d9f1-4485-bac7-ff207002450a,2,1,Further Maths,61.02
ca9047fb-d9f1-4485-bac7-ff207002450a,2,1,Electrical work,63.56
5b5fbf13-f58b-4c4b-93f4-4c9764f476c4,1,1,English,87.07
5b5fbf13-f58b-4c4b-93f4-4c9764f476c4,1,1,Maths,86.24
5b5fbf13-f58b-4c4b-93f4-4c9764f476c4,1,1,Civic Education,73.6
5b5fbf13-f58b-4c4b-93f4-4c9764f476c4,1,1,ICT,55.15
5b5fbf13-f58b-4c4b-93f4-4c9764f476c4,1,1,Literature,57.2
5b5fbf13-f58b-4c4b-93f4-4c9764f476c4,1,1,Government/History,51.51
5b5fbf13-f58b-4c4b-93f4-4c9764f476c4,1,1,Religious Studies,51.73
5b5fbf13-f58b-4c4b-93f4-4c9764f476c4,1,1,"Language (Yoruba, French, Igbo)",75.14
5b5fbf13-f58b-4c4b-93f4-4c9764f476c4,1,1,Electrical work,47.45
80862465-7484-45be-a6ae-21971b17556a,2,1,English,47.08
80862465-7484-45be-a6ae-21971b17556a,2,1,Maths,41.02
80862465-7484-45be-a6ae-21971b17556a,2,1,Civic Education,68.55
80862465-7484-45be-a6ae-21971b17556a,2,1,ICT,81.42
80862465-7484-45be-a6ae-21971b17556a,2,1,Economics,94.73
80862465-7484-45be-a6ae-21971b17556a,2,1,Accounting,93.08
80862465-7484-45be-a6ae-21971b17556a,2,1,Commerce,48.8
80862465-7484-45be-a6ae-21971b17556a,2,1,Marketing,45.41
80862465-7484-45be-a6ae-21971b17556a,2,1,Bookkeeping,89.16
609c8ec3-e1ae-4037-8c42-ee4d4b440a53,2,1,English,54.19
609c8ec3-e1ae-4037-8c42-ee4d4b440a53,2,1,Maths,56.92
609c8ec3-e1ae-4037-8c42-ee4d4b440a53,2,1,Civic Education,67.89
609c8ec3-e1ae-4037-8c42-ee4d4b440a53,2,1,ICT,63.92
609c8ec3-e1ae-4037-8c42-ee4d4b440a53,2,1,Physics,44.46
609c8ec3-e1ae-4037-8c42-ee4d4b440a53,2,1,Chemistry,94.48
609c8ec3-e1ae-4037-8c42-ee4d4b440a53,2,1,Technical Drawing,97.92
609c8ec3-e1ae-4037-8c42-ee4d4b440a53,2,1,Further Maths,92.58
609c8ec3-e1ae-4037-8c42-ee4d4b440a53,2,1,Bookkeeping,44.71
7e490397-9e31-4e7b-8fcf-c8e894462678,2,1,English,52.93
7e490397-9e31-4e7b-8fcf-c8e894462678,2,1,Maths,82.44
7e490397-9e31-4e7b-8fcf-c8e894462678,2,1,Civic Education,99.81
7e490397-9e31-4e7b-8fcf-c8e894462678,2,1,ICT,99.96
7e490397-9e31-4e7b-8fcf-c8e894462678,2,1,Literature,45.26
7e490397-9e31-4e7b-8fcf-c8e894462678,2,1,Government/History,45.17
7e490397-9e31-4e7b-8fcf-c8e894462678,2,1,Religious Studies,81.04
7e490397-9e31-4e7b-8fcf-c8e894462678,2,1,"Language (Yoruba, French, Igbo)",48.03
7e490397-9e31-4e7b-8fcf-c8e894462678,2,1,Dyeing and bleaching,77.42
ac0a5386-0422-4be9-9a9f-f24954979bf0,3,1,English,90.81
ac0a5386-0422-4be9-9a9f-f24954979bf0,3,1,Maths,85.31
ac0a5386-0422-4be9-9a9f-f24954979bf0,3,1,Civic Education,78.82
ac0a5386-0422-4be9-9a9f-f24954979bf0,3,1,ICT,64.41
ac0a5386-0422-4be9-9a9f-f24954979bf0,3,1,Physics,85.43
ac0a5386-0422-4be9-9a9f-f24954979bf0,3,1,Chemistry,99.67
ac0a5386-0422-4be9-9a9f-f24954979bf0,3,1,Technical Drawing,82.6
ac0a5386-0422-4be9-9a9f-f24954979bf0,3,1,Further Maths,55.28
ac0a5386-0422-4be9-9a9f-f24954979bf0,3,1,Bookkeeping,48.85
346d421c-b4bb-4f4d-aefc-6a00f3ef41eb,3,1,English,94.92
346d421c-b4bb-4f4d-aefc-6a00f3ef41eb,3,1,Maths,95.92
346d421c-b4bb-4f4d-aefc-6a00f3ef41eb,3,1,Civic Education,67.42
346d421c-b4bb-4f4d-aefc-6a00f3ef41eb,3,1,ICT,92.09
346d421c-b4bb-4f4d-aefc-6a00f3ef41eb,3,1,Economics,87.83
346d421c-b4bb-4f4d-aefc-6a00f3ef41eb,3,1,Accounting,63.82
346d421c-b4bb-4f4d-aefc-6a00f3ef41eb,3,1,Commerce,50.74
346d421c-b4bb-4f4d-aefc-6a00f3ef41eb,3,1,Marketing,54.37
346d421c-b4bb-4f4d-aefc-6a00f3ef41eb,3,1,Electrical work,81.49
22da20ec-01eb-4b52-a73f-1ccd4cd5443e,3,1,English,55.86
22da20ec-01eb-4b52-a73f-1ccd4cd5443e,3,1,Maths,84.99
22da20ec-01eb-4b52-a73f-1ccd4cd5443e,3,1,Civic Education,74.55
22da20ec-01eb-4b52-a73f-1ccd4cd5443e,3,1,ICT,44.32
22da20ec-01eb-4b52-a73f-1ccd4cd5443e,3,1,Literature,91.99
22da20ec-01eb-4b52-a73f-1ccd4cd5443e,3,1,Government/History,61.53
22da20ec-01eb-4b52-a73f-1ccd4cd5443e,3,1,Religious Studies,89.96
22da20ec-01eb-4b52-a73f-1ccd4cd5443e,3,1,"Language (Yoruba, French, Igbo)",56.6
22da20ec-01eb-4b52-a73f-1ccd4cd5443e,3,1,Electrical work,46.46
9ada917e-0ba0-41ff-9f47-7e5147d45d13,2,1,English,52.49
9ada917e-0ba0-41ff-9f47-7e5147d45d13,2,1,Maths,43.75
9ada917e-0ba0-41ff-9f47-7e5147d45d13,2,1,Civic Education,47.72
9ada917e-0ba0-41ff-9f47-7e5147d45d13,2,1,ICT,55.92
9ada917e-0ba0-41ff-9f47-7e5147d45d13,2,1,Literature,42.24
9ada917e-0ba0-41ff-9f47-7e5147d45d13,2,1,Government/History,43.37
9ada917e-0ba0-41ff-9f47-7e5147d45d13,2,1,Religious Studies,57.52
9ada917e-0ba0-41ff-9f47-7e5147d45d13,2,1,"Language (Yoruba, French, Igbo)",42.89
9ada917e-0ba0-41ff-9f47-7e5147d45d13,2,1,Bookkeeping,52.91
513a7719-5426-45c0-86bd-487b8ebfc380,3,1,English,80.74
513a7719-5426-45c0-86bd-487b8ebfc380,3,1,Maths,80.78
513a7719-5426-45c0-86bd-487b8ebfc380,3,1,Civic Education,45.27
513a7719-5426-45c0-86bd-487b8ebfc380,3,1,ICT,50.34
513a7719-5426-45c0-86bd-487b8ebfc380,3,1,Literature,59.48
513a7719-5426-45c0-86bd-487b8ebfc380,3,1,Government/History,57.08
513a7719-5426-45c0-86bd-487b8ebfc380,3,1,Religious Studies,75.44
513a7719-5426-45c0-86bd-487b8ebfc380,3,1,"Language (Yoruba, French, Igbo)",87.98
513a7719-5426-45c0-86bd-487b8ebfc380,3,1,Electrical work,79.14
a4390029-1e24-4d20-879c-5b716c99909c,2,1,English,95.21
a4390029-1e24-4d20-879c-5b716c99909c,2,1,Maths,53.57
a4390029-1e24-4d20-879c-5b716c99909c,2,1,Civic Education,64.36
a4390029-1e24-4d20-879c-5b716c99909c,2,1,ICT,65.01
a4390029-1e24-4d20-879c-5b716c99909c,2,1,Physics,69.18
a4390029-1e24-4d20-879c-5b716c99909c,2,1,Chemistry,75.17
a4390029-1e24-4d20-879c-5b716c99909c,2,1,Technical Drawing,42.88
a4390029-1e24-4d20-879c-5b716c99909c,2,1,Further Maths,94.73
a4390029-1e24-4d20-879c-5b716c99909c,2,1,Electrical work,43.91
6db2cbaa-9d05-4f21-93b2-cbeeb3bde952,3,1,English,97.23
6db2cbaa-9d05-4f21-93b2-cbeeb3bde952,3,1,Maths,65.58
6db2cbaa-9d05-4f21-93b2-cbeeb3bde952,3,1,Civic Education,69.58
6db2cbaa-9d05-4f21-93b2-cbeeb3bde952,3,1,ICT,55.62
6db2cbaa-9d05-4f21-93b2-cbeeb3bde952,3,1,Literature,62.77
6db2cbaa-9d05-4f21-93b2-cbeeb3bde952,3,1,Government/History,78.11
6db2cbaa-9d05-4f21-93b2-cbeeb3bde952,3,1,Religious Studies,40.73
6db2cbaa-9d05-4f21-93b2-cbeeb3bde952,3,1,"Language (Yoruba, French, Igbo)",69.77
6db2cbaa-9d05-4f21-93b2-cbeeb3bde952,3,1,Dyeing and bleaching,73.08
2a9e4864-5fb4-42fe-a111-297b8d9cecab,2,1,English,47.89
2a9e4864-5fb4-42fe-a111-297b8d9cecab,2,1,Maths,78.94
2a9e4864-5fb4-42fe-a111-297b8d9cecab,2,1,Civic Education,51.72
2a9e4864-5fb4-42fe-a111-297b8d9cecab,2,1,ICT,84.49
2a9e4864-5fb4-42fe-a111-297b8d9cecab,2,1,Literature,41.08
2a9e4864-5fb4-42fe-a111-297b8d9cecab,2,1,Government/History,84.92
2a9e4864-5fb4-42fe-a111-297b8d9cecab,2,1,Religious Studies,48.74
2a9e4864-5fb4-42fe-a111-297b8d9cecab,2,1,"Language (Yoruba, French, Igbo)",80.21
2a9e4864-5fb4-42fe-a111-297b8d9cecab,2,1,Electrical work,88.26
8e6e5e1d-f32b-46a8-9863-425e768d59e8,2,1,English,41.44
8e6e5e1d-f32b-46a8-9863-425e768d59e8,2,1,Maths,52.41
8e6e5e1d-f32b-46a8-9863-425e768d59e8,2,1,Civic Education,95.71
8e6e5e1d-f32b-46a8-9863-425e768d59e8,2,1,ICT,58.86
8e6e5e1d-f32b-46a8-9863-425e768d59e8,2,1,Literature,42.37
8e6e5e1d-f32b-46a8-9863-425e768d59e8,2,1,Government/History,68.63
8e6e5e1d-f32b-46a8-9863-425e768d59e8,2,1,Religious Studies,82.73
8e6e5e1d-f32b-46a8-9863-425e768d59e8,2,1,"Language (Yoruba, French, Igbo)",75.14
8e6e5e1d-f32b-46a8-9863-425e768d59e8,2,1,Electrical work,60.49
8c9a9b8b-dac0-486e-9263-e7eca39ec137,3,1,English,43.88
8c9a9b8b-dac0-486e-9263-e7eca39ec137,3,1,Maths,49.84
8c9a9b8b-dac0-486e-9263-e7eca39ec137,3,1,Civic Education,40.21
8c9a9b8b-dac0-486e-9263-e7eca39ec137,3,1,ICT,86.43
8c9a9b8b-dac0-486e-9263-e7eca39ec137,3,1,Physics,48.41
8c9a9b8b-dac0-486e-9263-e7eca39ec137,3,1,Chemistry,56.84
8c9a9b8b-dac0-486e-9263-e7eca39ec137,3,1,Technical Drawing,78.72
8c9a9b8b-dac0-486e-9263-e7eca39ec137,3,1,Further Maths,57.1
8c9a9b8b-dac0-486e-9263-e7eca39ec137,3,1,Dyeing and bleaching,92.54
dd53980c-a60b-446d-b228-5880a6cbc0dd,1,1,English,72.39
dd53980c-a60b-446d-b228-5880a6cbc0dd,1,1,Maths,72.4
dd53980c-a60b-446d-b228-5880a6cbc0dd,1,1,Civic Education,49.97
dd53980c-a60b-446d-b228-5880a6cbc0dd,1,1,ICT,79.17
dd53980c-a60b-446d-b228-5880a6cbc0dd,1,1,Economics,45.42
dd53980c-a60b-446d-b228-5880a6cbc0dd,1,1,Accounting,91.68
dd53980c-a60b-446d-b228-5880a6cbc0dd,1,1,Commerce,95.42
dd53980c-a60b-446d-b228-5880a6cbc0dd,1,1,Marketing,80.58
dd53980c-a60b-446d-b228-5880a6cbc0dd,1,1,Dyeing and bleaching,48.59
87cf6119-d7d5-4866-825a-d08a99385dc8,2,1,English,79.1
87cf6119-d7d5-4866-825a-d08a99385dc8,2,1,Maths,41.26
87cf6119-d7d5-4866-825a-d08a99385dc8,2,1,Civic Education,63.44
87cf6119-d7d5-4866-825a-d08a99385dc8,2,1,ICT,59.43
87cf6119-d7d5-4866-825a-d08a99385dc8,2,1,Literature,95.63
87cf6119-d7d5-4866-825a-d08a99385dc8,2,1,Government/History,73.77
87cf6119-d7d5-4866-825a-d08a99385dc8,2,1,Religious Studies,51.42
87cf6119-d7d5-4866-825a-d08a99385dc8,2,1,"Language (Yoruba, French, Igbo)",66.17
87cf6119-d7d5-4866-825a-d08a99385dc8,2,1,Electrical work,95.02
c55aacf2-b2d5-4e09-9e8a-63ed9c988e54,3,1,English,65.17
c55aacf2-b2d5-4e09-9e8a-63ed9c988e54,3,1,Maths,93.43
c55aacf2-b2d5-4e09-9e8a-63ed9c988e54,3,1,Civic Education,47.82
c55aacf2-b2d5-4e09-9e8a-63ed9c988e54,3,1,ICT,74.23
c55aacf2-b2d5-4e09-9e8a-63ed9c988e54,3,1,Physics,42.52
c55aacf2-b2d5-4e09-9e8a-63ed9c988e54,3,1,Chemistry,49.94
c55aacf2-b2d5-4e09-9e8a-63ed9c988e54,3,1,Technical Drawing,75.82
c55aacf2-b2d5-4e09-9e8a-63ed9c988e54,3,1,Further Maths,94.02
c55aacf2-b2d5-4e09-9e8a-63ed9c988e54,3,1,Dyeing and bleaching,75.51
c6fc21d4-2439-45cd-ae27-419001abd2fa,3,1,English,44.95
c6fc21d4-2439-45cd-ae27-419001abd2fa,3,1,Maths,57.2
